Air_state,Air_date,Air_value
TN,2020/1/21,29.8
TX,2020/1/21,35.3
UT,2020/1/21,50.1
VA,2020/1/21,25.6
VT,2020/1/21,44.5
WA,2020/1/21,32.7
WI,2020/1/21,57.9
WV,2020/1/21,29.2
WY,2020/1/21,39.5
AK,2020/1/22,22.7
AL,2020/1/22,34.2
AR,2020/1/22,36.4
AZ,2020/1/22,31.2
CA,2020/1/22,38.8
CO,2020/1/22,35.7
CT,2020/1/22,56.5
DE,2020/1/22,48
FL,2020/1/22,40.6
GA,2020/1/22,38.5
HI,2020/1/22,23
IA,2020/1/22,43.8
ID,2020/1/22,30.7
IL,2020/1/22,50.5
IN,2020/1/22,50.1
KS,2020/1/22,28
KY,2020/1/22,45.4
LA,2020/1/22,35.1
MA,2020/1/22,54
MD,2020/1/22,49.7
ME,2020/1/22,44.7
MI,2020/1/22,47.1
MN,2020/1/22,49
MO,2020/1/22,33.7
MS,2020/1/22,52.8
MT,2020/1/22,25.9
NC,2020/1/22,26.6
ND,2020/1/22,36.3
NE,2020/1/22,24
NH,2020/1/22,51.7
NJ,2020/1/22,39
NM,2020/1/22,32
NV,2020/1/22,37.2
NY,2020/1/22,37.8
OH,2020/1/22,46.4
OK,2020/1/22,27.2
OR,2020/1/22,27.6
PA,2020/1/22,48.1
SC,2020/1/22,35.1
SD,2020/1/22,37.1
TN,2020/1/22,39
TX,2020/1/22,28.1
UT,2020/1/22,41.4
VA,2020/1/22,42.6
VT,2020/1/22,46.8
WA,2020/1/22,27.4
WI,2020/1/22,58
WV,2020/1/22,52.5
WY,2020/1/22,43.4
AK,2020/1/23,19.7
AL,2020/1/23,32.8
AR,2020/1/23,29.4
AZ,2020/1/23,39.4
CA,2020/1/23,43.2
CO,2020/1/23,34.9
CT,2020/1/23,69.8
DE,2020/1/23,58.5
FL,2020/1/23,45.2
GA,2020/1/23,43.7
HI,2020/1/23,25
IA,2020/1/23,48.1
ID,2020/1/23,34.2
IL,2020/1/23,49.8
IN,2020/1/23,40.9
KS,2020/1/23,27.2
KY,2020/1/23,30.3
LA,2020/1/23,33.3
MA,2020/1/23,64.8
MD,2020/1/23,40.3
ME,2020/1/23,60
MI,2020/1/23,53.9
MN,2020/1/23,48.7
MO,2020/1/23,20
MS,2020/1/23,63
MT,2020/1/23,34.1
NC,2020/1/23,32.4
ND,2020/1/23,31.7
NE,2020/1/23,27
NH,2020/1/23,57.7
NJ,2020/1/23,64.5
NM,2020/1/23,37.7
NV,2020/1/23,44.2
NY,2020/1/23,41
OH,2020/1/23,38.7
OK,2020/1/23,21.8
OR,2020/1/23,28.8
PA,2020/1/23,51.4
SC,2020/1/23,38.9
SD,2020/1/23,50.1
TN,2020/1/23,37.8
TX,2020/1/23,26.3
UT,2020/1/23,40.3
VA,2020/1/23,49.2
VT,2020/1/23,58
WA,2020/1/23,27.2
WI,2020/1/23,58.4
WV,2020/1/23,66.2
WY,2020/1/23,40.1
AK,2020/1/24,32.5
AL,2020/1/24,33.5
AR,2020/1/24,25
AZ,2020/1/24,37.2
CA,2020/1/24,48.3
CO,2020/1/24,38.1
CT,2020/1/24,66.7
DE,2020/1/24,44
FL,2020/1/24,38.2
GA,2020/1/24,28.5
HI,2020/1/24,20.7
IA,2020/1/24,57.1
ID,2020/1/24,33.2
IL,2020/1/24,42.7
IN,2020/1/24,30.3
KS,2020/1/24,48.8
KY,2020/1/24,17.7
LA,2020/1/24,34.9
MA,2020/1/24,64.4
MD,2020/1/24,58.3
ME,2020/1/24,54.3
MI,2020/1/24,45.3
MN,2020/1/24,32.3
MO,2020/1/24,29
MS,2020/1/24,25.8
MT,2020/1/24,33.7
NC,2020/1/24,24.1
ND,2020/1/24,30
NE,2020/1/24,25
NH,2020/1/24,54.7
NJ,2020/1/24,55.2
NM,2020/1/24,40.7
NV,2020/1/24,39
NY,2020/1/24,39.6
OH,2020/1/24,23
OK,2020/1/24,20.9
OR,2020/1/24,28
PA,2020/1/24,51.7
SC,2020/1/24,31.9
SD,2020/1/24,38.1
TN,2020/1/24,16.5
TX,2020/1/24,33.1
UT,2020/1/24,38.6
VA,2020/1/24,40.4
VT,2020/1/24,59.2
WA,2020/1/24,28
WI,2020/1/24,50.8
WV,2020/1/24,54.2
WY,2020/1/24,35.4
AK,2020/1/25,25
AL,2020/1/25,27.3
AR,2020/1/25,32.1
AZ,2020/1/25,48
CA,2020/1/25,53.1
CO,2020/1/25,30.6
CT,2020/1/25,35
DE,2020/1/25,37.5
FL,2020/1/25,38.3
GA,2020/1/25,24.1
HI,2020/1/25,16.7
IA,2020/1/25,42.5
ID,2020/1/25,29.6
IL,2020/1/25,41.3
IN,2020/1/25,37.1
KS,2020/1/25,44.5
KY,2020/1/25,36.1
LA,2020/1/25,35.4
MA,2020/1/25,39.4
MD,2020/1/25,37.7
ME,2020/1/25,29.7
MI,2020/1/25,29.3
MN,2020/1/25,24.6
MO,2020/1/25,31.3
MS,2020/1/25,37.2
MT,2020/1/25,29.4
NC,2020/1/25,13.9
ND,2020/1/25,28.7
NE,2020/1/25,23
NH,2020/1/25,38
NJ,2020/1/25,34.2
NM,2020/1/25,38.4
NV,2020/1/25,38.7
NY,2020/1/25,34.3
OH,2020/1/25,20.9
OK,2020/1/25,27.5
OR,2020/1/25,26.2
PA,2020/1/25,29.5
SC,2020/1/25,27.1
SD,2020/1/25,28.4
TN,2020/1/25,22.1
TX,2020/1/25,35.2
UT,2020/1/25,44.4
VA,2020/1/25,16.7
VT,2020/1/25,38.5
WA,2020/1/25,26.4
WI,2020/1/25,35.7
WV,2020/1/25,21.2
WY,2020/1/25,37.9
AK,2020/1/26,62
AL,2020/1/26,34
AR,2020/1/26,32
AZ,2020/1/26,43.4
CA,2020/1/26,42.3
CO,2020/1/26,34.8
CT,2020/1/26,22.2
DE,2020/1/26,26.5
FL,2020/1/26,38.2
GA,2020/1/26,30.5
HI,2020/1/26,17
IA,2020/1/26,53.1
ID,2020/1/26,29.8
IL,2020/1/26,43
IN,2020/1/26,37.9
KS,2020/1/26,51
KY,2020/1/26,39.5
LA,2020/1/26,33.4
MA,2020/1/26,28.8
MD,2020/1/26,32
ME,2020/1/26,14.7
MI,2020/1/26,33.4
MN,2020/1/26,26.6
MO,2020/1/26,33
MS,2020/1/26,40
MT,2020/1/26,35
NC,2020/1/26,17.1
ND,2020/1/26,33.7
NE,2020/1/26,14
NH,2020/1/26,28.7
NJ,2020/1/26,24.5
NM,2020/1/26,36.4
NV,2020/1/26,36.8
NY,2020/1/26,23.3
OH,2020/1/26,21.1
OK,2020/1/26,35.6
OR,2020/1/26,18.3
PA,2020/1/26,25.4
SC,2020/1/26,35.6
SD,2020/1/26,28.1
TN,2020/1/26,26.2
TX,2020/1/26,32
UT,2020/1/26,38.7
VA,2020/1/26,23
VT,2020/1/26,25.8
WA,2020/1/26,28.7
WI,2020/1/26,45.1
WV,2020/1/26,19.2
WY,2020/1/26,38.5
AK,2020/1/27,24.5
AL,2020/1/27,29
AR,2020/1/27,35
AZ,2020/1/27,38.1
CA,2020/1/27,36.3
CO,2020/1/27,32.8
CT,2020/1/27,22.2
DE,2020/1/27,33
FL,2020/1/27,38.8
GA,2020/1/27,31.3
HI,2020/1/27,19.3
IA,2020/1/27,51.1
ID,2020/1/27,25.7
IL,2020/1/27,52.3
IN,2020/1/27,47.6
KS,2020/1/27,43.2
KY,2020/1/27,51.7
LA,2020/1/27,32.6
MA,2020/1/27,25.8
MD,2020/1/27,34.3
ME,2020/1/27,18.7
MI,2020/1/27,26.6
MN,2020/1/27,22.3
MO,2020/1/27,40.5
MS,2020/1/27,44.5
MT,2020/1/27,29.1
NC,2020/1/27,25.3
ND,2020/1/27,37.7
NE,2020/1/27,17
NH,2020/1/27,22.7
NJ,2020/1/27,25.2
NM,2020/1/27,37.3
NV,2020/1/27,32.5
NY,2020/1/27,25.7
OH,2020/1/27,33.8
OK,2020/1/27,31.4
OR,2020/1/27,20.8
PA,2020/1/27,28.9
SC,2020/1/27,32.4
SD,2020/1/27,29.1
TN,2020/1/27,28.6
TX,2020/1/27,35.5
UT,2020/1/27,38.3
VA,2020/1/27,30
VT,2020/1/27,25
WA,2020/1/27,27.6
WI,2020/1/27,36.7
WV,2020/1/27,31
WY,2020/1/27,34.9
AK,2020/1/28,20
AL,2020/1/28,41.2
AR,2020/1/28,38.6
AZ,2020/1/28,37.2
CA,2020/1/28,41
CO,2020/1/28,34.5
CT,2020/1/28,25.5
DE,2020/1/28,33
FL,2020/1/28,40.2
GA,2020/1/28,30.2
HI,2020/1/28,18
IA,2020/1/28,30.1
ID,2020/1/28,28.3
IL,2020/1/28,41.4
IN,2020/1/28,47.4
KS,2020/1/28,44.2
KY,2020/1/28,55.4
LA,2020/1/28,30.6
MA,2020/1/28,35.2
MD,2020/1/28,38.7
ME,2020/1/28,20.7
MI,2020/1/28,22.8
MN,2020/1/28,24.9
MO,2020/1/28,41
MS,2020/1/28,50
MT,2020/1/28,37.6
NC,2020/1/28,20.6
ND,2020/1/28,29.7
NE,2020/1/28,26
NH,2020/1/28,37.3
NJ,2020/1/28,32.2
NM,2020/1/28,35.7
NV,2020/1/28,37.3
NY,2020/1/28,33
OH,2020/1/28,33.1
OK,2020/1/28,31.8
OR,2020/1/28,16.2
PA,2020/1/28,34.6
SC,2020/1/28,33.4
SD,2020/1/28,29.1
TN,2020/1/28,44.5
TX,2020/1/28,31.1
UT,2020/1/28,35.1
VA,2020/1/28,21.3
VT,2020/1/28,37
WA,2020/1/28,23.2
WI,2020/1/28,35.2
WV,2020/1/28,29.5
WY,2020/1/28,39.6
AK,2020/1/29,18.5
AL,2020/1/29,36.8
AR,2020/1/29,31.2
AZ,2020/1/29,39.1
CA,2020/1/29,35.6
CO,2020/1/29,35
CT,2020/1/29,28.7
DE,2020/1/29,36
FL,2020/1/29,42.7
GA,2020/1/29,45.8
HI,2020/1/29,18.7
IA,2020/1/29,58.3
ID,2020/1/29,24.6
IL,2020/1/29,39.6
IN,2020/1/29,36.1
KS,2020/1/29,39
KY,2020/1/29,49.7
LA,2020/1/29,27
MA,2020/1/29,39.3
MD,2020/1/29,36
ME,2020/1/29,24.7
MI,2020/1/29,25.5
MN,2020/1/29,45.3
MO,2020/1/29,21
MS,2020/1/29,40
MT,2020/1/29,35.1
NC,2020/1/29,26.2
ND,2020/1/29,35.7
NE,2020/1/29,18
NH,2020/1/29,39.7
NJ,2020/1/29,33.2
NM,2020/1/29,37.4
NV,2020/1/29,37.2
NY,2020/1/29,33.7
OH,2020/1/29,20.1
OK,2020/1/29,27.2
OR,2020/1/29,28.7
PA,2020/1/29,34.3
SC,2020/1/29,41
SD,2020/1/29,32.9
TN,2020/1/29,41.8
TX,2020/1/29,26.5
UT,2020/1/29,35.4
VA,2020/1/29,28
VT,2020/1/29,36.8
WA,2020/1/29,27
WI,2020/1/29,47
WV,2020/1/29,28.5
WY,2020/1/29,38.4
AK,2020/1/30,24.5
AL,2020/1/30,42.2
AR,2020/1/30,35.6
AZ,2020/1/30,32.9
CA,2020/1/30,41.3
CO,2020/1/30,38.9
CT,2020/1/30,30.5
DE,2020/1/30,36
FL,2020/1/30,41.9
GA,2020/1/30,45.2
HI,2020/1/30,20
IA,2020/1/30,70.4
ID,2020/1/30,27.1
IL,2020/1/30,52.9
IN,2020/1/30,40.1
KS,2020/1/30,43.2
KY,2020/1/30,41.7
LA,2020/1/30,31.7
MA,2020/1/30,38.2
MD,2020/1/30,40.7
ME,2020/1/30,32
MI,2020/1/30,33.8
MN,2020/1/30,61.9
MO,2020/1/30,29
MS,2020/1/30,43.5
MT,2020/1/30,25
NC,2020/1/30,27.5
ND,2020/1/30,32.7
NE,2020/1/30,25
NH,2020/1/30,36.7
NJ,2020/1/30,29.8
NM,2020/1/30,35.4
NV,2020/1/30,35.3
NY,2020/1/30,34.2
OH,2020/1/30,28.1
OK,2020/1/30,34.3
OR,2020/1/30,28.9
PA,2020/1/30,37.5
SC,2020/1/30,42.1
SD,2020/1/30,38.3
TN,2020/1/30,42.9
TX,2020/1/30,26
UT,2020/1/30,37.1
VA,2020/1/30,35.8
VT,2020/1/30,40
WA,2020/1/30,27.4
WI,2020/1/30,64.6
WV,2020/1/30,39.8
WY,2020/1/30,39.4
AK,2020/1/31,21.7
AL,2020/1/31,39
AR,2020/1/31,39.4
AZ,2020/1/31,36.2
CA,2020/1/31,52
CO,2020/1/31,34.3
CT,2020/1/31,47.3
DE,2020/1/31,32
FL,2020/1/31,40.5
GA,2020/1/31,37.1
HI,2020/1/31,25.3
IA,2020/1/31,64.1
ID,2020/1/31,26.9
IL,2020/1/31,62.4
IN,2020/1/31,52.2
KS,2020/1/31,42.8
KY,2020/1/31,49.3
LA,2020/1/31,29
MA,2020/1/31,49.8
MD,2020/1/31,48.3
ME,2020/1/31,58.7
MI,2020/1/31,46
MN,2020/1/31,65
MO,2020/1/31,38.7
MS,2020/1/31,48.2
MT,2020/1/31,32.4
NC,2020/1/31,30.1
ND,2020/1/31,32
NE,2020/1/31,11
NH,2020/1/31,40
NJ,2020/1/31,39.5
NM,2020/1/31,36.9
NV,2020/1/31,36.5
NY,2020/1/31,43.7
OH,2020/1/31,47.4
OK,2020/1/31,27.1
OR,2020/1/31,29.8
PA,2020/1/31,43.2
SC,2020/1/31,40.3
SD,2020/1/31,33.6
TN,2020/1/31,46.1
TX,2020/1/31,31.5
UT,2020/1/31,41.3
VA,2020/1/31,47.1
VT,2020/1/31,51.2
WA,2020/1/31,23.2
WI,2020/1/31,77.2
WV,2020/1/31,46.8
WY,2020/1/31,38.2
AK,2020/2/1,23.7
AL,2020/2/1,33.3
AR,2020/2/1,35.8
AZ,2020/2/1,35.7
CA,2020/2/1,57.2
CO,2020/2/1,39.6
CT,2020/2/1,53
DE,2020/2/1,36
FL,2020/2/1,31.4
GA,2020/2/1,33.9
HI,2020/2/1,27.7
IA,2020/2/1,47.3
ID,2020/2/1,30.8
IL,2020/2/1,49.2
IN,2020/2/1,47.6
KS,2020/2/1,39.8
KY,2020/2/1,43.3
LA,2020/2/1,36.6
MA,2020/2/1,55.3
MD,2020/2/1,58
ME,2020/2/1,50.7
MI,2020/2/1,45.5
MN,2020/2/1,29.1
MO,2020/2/1,32.5
MS,2020/2/1,39.5
MT,2020/2/1,25.4
NC,2020/2/1,25.7
ND,2020/2/1,35.3
NE,2020/2/1,8
NH,2020/2/1,40
NJ,2020/2/1,38.8
NM,2020/2/1,36.3
NV,2020/2/1,42
NY,2020/2/1,41.9
OH,2020/2/1,36.8
OK,2020/2/1,24.9
OR,2020/2/1,19.9
PA,2020/2/1,50.6
SC,2020/2/1,32.7
SD,2020/2/1,26.6
TN,2020/2/1,34.1
TX,2020/2/1,35.8
UT,2020/2/1,42.1
VA,2020/2/1,39.2
VT,2020/2/1,73.5
WA,2020/2/1,15
WI,2020/2/1,52.5
WV,2020/2/1,56
WY,2020/2/1,44.4
AK,2020/2/2,16
AL,2020/2/2,28.5
AR,2020/2/2,40.2
AZ,2020/2/2,42.8
CA,2020/2/2,45.5
CO,2020/2/2,43.9
CT,2020/2/2,49.3
DE,2020/2/2,35
FL,2020/2/2,36
GA,2020/2/2,24.5
HI,2020/2/2,22
IA,2020/2/2,22.1
ID,2020/2/2,25.6
IL,2020/2/2,26.9
IN,2020/2/2,33.4
KS,2020/2/2,41.8
KY,2020/2/2,21.8
LA,2020/2/2,46.4
MA,2020/2/2,48.8
MD,2020/2/2,47.3
ME,2020/2/2,28
MI,2020/2/2,33.8
MN,2020/2/2,18.9
MO,2020/2/2,29.5
MS,2020/2/2,32.8
MT,2020/2/2,26.8
NC,2020/2/2,17.9
ND,2020/2/2,34.3
NE,2020/2/2,8
NH,2020/2/2,42.7
NJ,2020/2/2,57
NM,2020/2/2,36.3
NV,2020/2/2,42.5
NY,2020/2/2,33
OH,2020/2/2,20.1
OK,2020/2/2,22
OR,2020/2/2,19.2
PA,2020/2/2,35.3
SC,2020/2/2,32.9
SD,2020/2/2,28.1
TN,2020/2/2,21.4
TX,2020/2/2,40.2
UT,2020/2/2,42.6
VA,2020/2/2,23.4
VT,2020/2/2,64.5
WA,2020/2/2,24
WI,2020/2/2,29.6
WV,2020/2/2,28.5
WY,2020/2/2,45.8
AK,2020/2/3,10
AL,2020/2/3,37.2
AR,2020/2/3,34.3
AZ,2020/2/3,49.8
CA,2020/2/3,37.5
CO,2020/2/3,32.2
CT,2020/2/3,41
DE,2020/2/3,33
FL,2020/2/3,45.3
GA,2020/2/3,35.8
HI,2020/2/3,21.3
IA,2020/2/3,30
ID,2020/2/3,26.3
IL,2020/2/3,32.5
IN,2020/2/3,39.3
KS,2020/2/3,32.8
KY,2020/2/3,25.3
LA,2020/2/3,41.9
MA,2020/2/3,44
MD,2020/2/3,45.3
ME,2020/2/3,31
MI,2020/2/3,30.6
MN,2020/2/3,20
MO,2020/2/3,34.3
MS,2020/2/3,31
MT,2020/2/3,30.3
NC,2020/2/3,21.5
ND,2020/2/3,54.3
NE,2020/2/3,13
NH,2020/2/3,38
NJ,2020/2/3,38.8
NM,2020/2/3,31.9
NV,2020/2/3,40
NY,2020/2/3,35.4
OH,2020/2/3,31.1
OK,2020/2/3,29
OR,2020/2/3,29.4
PA,2020/2/3,38.3
SC,2020/2/3,40.7
SD,2020/2/3,26.9
TN,2020/2/3,26.6
TX,2020/2/3,35.4
UT,2020/2/3,38.7
VA,2020/2/3,24.7
VT,2020/2/3,45.8
WA,2020/2/3,29.8
WI,2020/2/3,31.8
WV,2020/2/3,27.5
WY,2020/2/3,37.6
AK,2020/2/4,15.7
AL,2020/2/4,31.8
AR,2020/2/4,29.8
AZ,2020/2/4,34.3
CA,2020/2/4,38.8
CO,2020/2/4,33.2
CT,2020/2/4,53
DE,2020/2/4,34
FL,2020/2/4,43.8
GA,2020/2/4,38.6
HI,2020/2/4,20
IA,2020/2/4,19
ID,2020/2/4,26.4
IL,2020/2/4,27.6
IN,2020/2/4,35.4
KS,2020/2/4,25.8
KY,2020/2/4,23.5
LA,2020/2/4,37.4
MA,2020/2/4,47.8
MD,2020/2/4,48.7
ME,2020/2/4,33
MI,2020/2/4,25
MN,2020/2/4,21.9
MO,2020/2/4,24
MS,2020/2/4,33
MT,2020/2/4,33.6
NC,2020/2/4,40.1
ND,2020/2/4,31
NE,2020/2/4,5
NH,2020/2/4,42
NJ,2020/2/4,41.8
NM,2020/2/4,34.6
NV,2020/2/4,39.8
NY,2020/2/4,35.2
OH,2020/2/4,21.1
OK,2020/2/4,36.4
OR,2020/2/4,32.8
PA,2020/2/4,38.7
SC,2020/2/4,46.6
SD,2020/2/4,31.9
TN,2020/2/4,25.4
TX,2020/2/4,39.2
UT,2020/2/4,41.1
VA,2020/2/4,29.6
VT,2020/2/4,40
WA,2020/2/4,29.6
WI,2020/2/4,25.4
WV,2020/2/4,28.5
WY,2020/2/4,38.6
AK,2020/2/5,15.7
AL,2020/2/5,26.8
AR,2020/2/5,19.8
AZ,2020/2/5,33
CA,2020/2/5,46.1
CO,2020/2/5,36.8
CT,2020/2/5,32.8
DE,2020/2/5,33
FL,2020/2/5,40.8
GA,2020/2/5,34.8
HI,2020/2/5,21.5
IA,2020/2/5,23
ID,2020/2/5,26.6
IL,2020/2/5,18.7
IN,2020/2/5,29.7
KS,2020/2/5,24.5
KY,2020/2/5,19.5
LA,2020/2/5,30.6
MA,2020/2/5,37.2
MD,2020/2/5,33
ME,2020/2/5,23.7
MI,2020/2/5,23.7
MN,2020/2/5,26.5
MO,2020/2/5,17
MS,2020/2/5,34.2
MT,2020/2/5,26.8
NC,2020/2/5,35.5
ND,2020/2/5,30
NE,2020/2/5,0
NH,2020/2/5,35.7
NJ,2020/2/5,32
NM,2020/2/5,34.1
NV,2020/2/5,35.2
NY,2020/2/5,27.3
OH,2020/2/5,13.4
OK,2020/2/5,25.1
OR,2020/2/5,27.5
PA,2020/2/5,29.9
SC,2020/2/5,38.7
SD,2020/2/5,33.1
TN,2020/2/5,14.1
TX,2020/2/5,26.3
UT,2020/2/5,39.1
VA,2020/2/5,25.4
VT,2020/2/5,32.8
WA,2020/2/5,26.9
WI,2020/2/5,30.5
WV,2020/2/5,22
WY,2020/2/5,39.6
AK,2020/2/6,18
AL,2020/2/6,23.8
AR,2020/2/6,23.4
AZ,2020/2/6,38.4
CA,2020/2/6,55.6
CO,2020/2/6,34.4
CT,2020/2/6,32.3
DE,2020/2/6,28.5
FL,2020/2/6,42.2
GA,2020/2/6,23.7
HI,2020/2/6,32
IA,2020/2/6,37.9
ID,2020/2/6,29.6
IL,2020/2/6,29.3
IN,2020/2/6,33.9
KS,2020/2/6,31.8
KY,2020/2/6,21.2
LA,2020/2/6,25.9
MA,2020/2/6,30.8
MD,2020/2/6,33
ME,2020/2/6,19
MI,2020/2/6,22.8
MN,2020/2/6,32.6
MO,2020/2/6,32.7
MS,2020/2/6,18.2
MT,2020/2/6,23.7
NC,2020/2/6,22.2
ND,2020/2/6,28
NE,2020/2/6,0
NH,2020/2/6,30.8
NJ,2020/2/6,27
NM,2020/2/6,34.4
NV,2020/2/6,39.8
NY,2020/2/6,33.6
OH,2020/2/6,19.1
OK,2020/2/6,32.2
OR,2020/2/6,24.7
PA,2020/2/6,31
SC,2020/2/6,31.9
SD,2020/2/6,27.7
TN,2020/2/6,17.2
TX,2020/2/6,31.6
UT,2020/2/6,39.7
VA,2020/2/6,15
VT,2020/2/6,30.2
WA,2020/2/6,23
WI,2020/2/6,40.2
WV,2020/2/6,22.5
WY,2020/2/6,37
AK,2020/2/7,21
AL,2020/2/7,34.7
AR,2020/2/7,32.6
AZ,2020/2/7,41
CA,2020/2/7,59.7
CO,2020/2/7,33.9
CT,2020/2/7,33
DE,2020/2/7,32
FL,2020/2/7,40.3
GA,2020/2/7,16.5
HI,2020/2/7,24
IA,2020/2/7,41.3
ID,2020/2/7,29.9
IL,2020/2/7,29.7
IN,2020/2/7,38.1
KS,2020/2/7,35
KY,2020/2/7,28.6
LA,2020/2/7,40.9
MA,2020/2/7,32.8
MD,2020/2/7,35
ME,2020/2/7,18.5
MI,2020/2/7,26.9
MN,2020/2/7,27.6
MO,2020/2/7,37
MS,2020/2/7,31
MT,2020/2/7,29.7
NC,2020/2/7,8.7
ND,2020/2/7,30
NE,2020/2/7,20
NH,2020/2/7,32.2
NJ,2020/2/7,30.8
NM,2020/2/7,31.1
NV,2020/2/7,44.3
NY,2020/2/7,35.4
OH,2020/2/7,18.9
OK,2020/2/7,25.6
OR,2020/2/7,18.4
PA,2020/2/7,31.6
SC,2020/2/7,30.9
SD,2020/2/7,26.7
TN,2020/2/7,21.7
TX,2020/2/7,35.5
UT,2020/2/7,34.6
VA,2020/2/7,16.8
VT,2020/2/7,32.5
WA,2020/2/7,22.8
WI,2020/2/7,40.8
WV,2020/2/7,23.8
WY,2020/2/7,36.4
AK,2020/2/8,10.3
AL,2020/2/8,35.2
AR,2020/2/8,36.2
AZ,2020/2/8,46.7
CA,2020/2/8,53.2
CO,2020/2/8,43.6
CT,2020/2/8,35
DE,2020/2/8,37.5
FL,2020/2/8,39.7
GA,2020/2/8,37.2
HI,2020/2/8,25
IA,2020/2/8,34.3
ID,2020/2/8,26.9
IL,2020/2/8,53.8
IN,2020/2/8,42.9
KS,2020/2/8,34
KY,2020/2/8,35.6
LA,2020/2/8,39.1
MA,2020/2/8,36
MD,2020/2/8,38.7
ME,2020/2/8,21.7
MI,2020/2/8,35.9
MN,2020/2/8,25.7
MO,2020/2/8,31.5
MS,2020/2/8,27.7
MT,2020/2/8,23.9
NC,2020/2/8,16.4
ND,2020/2/8,31
NE,2020/2/8,21
NH,2020/2/8,36
NJ,2020/2/8,34.5
NM,2020/2/8,35.1
NV,2020/2/8,43
NY,2020/2/8,30.7
OH,2020/2/8,29.7
OK,2020/2/8,31.6
OR,2020/2/8,15.2
PA,2020/2/8,36.1
SC,2020/2/8,33
SD,2020/2/8,30.4
TN,2020/2/8,24.6
TX,2020/2/8,36.5
UT,2020/2/8,39.3
VA,2020/2/8,24.8
VT,2020/2/8,36.8
WA,2020/2/8,22
WI,2020/2/8,38.4
WV,2020/2/8,31
WY,2020/2/8,41.1
AK,2020/2/9,21.7
AL,2020/2/9,32.5
AR,2020/2/9,27.9
AZ,2020/2/9,39
CA,2020/2/9,40.3
CO,2020/2/9,34.7
CT,2020/2/9,42.3
DE,2020/2/9,38.5
FL,2020/2/9,41
GA,2020/2/9,41.2
HI,2020/2/9,36
IA,2020/2/9,42.6
ID,2020/2/9,24
IL,2020/2/9,42
IN,2020/2/9,46.2
KS,2020/2/9,33.5
KY,2020/2/9,34.4
LA,2020/2/9,39.1
MA,2020/2/9,47.6
MD,2020/2/9,47
ME,2020/2/9,31.7
MI,2020/2/9,44.5
MN,2020/2/9,30.3
MO,2020/2/9,36
MS,2020/2/9,33.2
MT,2020/2/9,29.3
NC,2020/2/9,21.4
ND,2020/2/9,35.7
NE,2020/2/9,21
NH,2020/2/9,33.8
NJ,2020/2/9,47.2
NM,2020/2/9,36.7
NV,2020/2/9,34.3
NY,2020/2/9,42.2
OH,2020/2/9,34.9
OK,2020/2/9,28
OR,2020/2/9,34.4
PA,2020/2/9,39.6
SC,2020/2/9,33.6
SD,2020/2/9,36.6
TN,2020/2/9,27.6
TX,2020/2/9,38.6
UT,2020/2/9,38.6
VA,2020/2/9,27.1
VT,2020/2/9,48.5
WA,2020/2/9,26
WI,2020/2/9,47.3
WV,2020/2/9,33.2
WY,2020/2/9,39.2
AK,2020/2/10,27.5
AL,2020/2/10,27.3
AR,2020/2/10,25.8
AZ,2020/2/10,27.6
CA,2020/2/10,41
CO,2020/2/10,37.2
CT,2020/2/10,44.8
DE,2020/2/10,34
FL,2020/2/10,37.1
GA,2020/2/10,32.8
HI,2020/2/10,25.5
IA,2020/2/10,46.7
ID,2020/2/10,25.9
IL,2020/2/10,48.2
IN,2020/2/10,39.9
KS,2020/2/10,33.5
KY,2020/2/10,28.5
LA,2020/2/10,40.7
MA,2020/2/10,46
MD,2020/2/10,40.3
ME,2020/2/10,26.7
MI,2020/2/10,38.3
MN,2020/2/10,38.1
MO,2020/2/10,35
MS,2020/2/10,34
MT,2020/2/10,31
NC,2020/2/10,26.1
ND,2020/2/10,31.7
NE,2020/2/10,19
NH,2020/2/10,33
NJ,2020/2/10,31.2
NM,2020/2/10,31.3
NV,2020/2/10,36.3
NY,2020/2/10,32.2
OH,2020/2/10,24.1
OK,2020/2/10,34
OR,2020/2/10,41.2
PA,2020/2/10,34.3
SC,2020/2/10,42.7
SD,2020/2/10,32.4
TN,2020/2/10,23.4
TX,2020/2/10,38.7
UT,2020/2/10,44.9
VA,2020/2/10,30.8
VT,2020/2/10,37.8
WA,2020/2/10,32.7
WI,2020/2/10,51.8
WV,2020/2/10,29.2
WY,2020/2/10,35.8
AK,2020/2/11,24
AL,2020/2/11,23.2
AR,2020/2/11,30
AZ,2020/2/11,34.5
CA,2020/2/11,43.7
CO,2020/2/11,40.1
CT,2020/2/11,41.2
DE,2020/2/11,32.5
FL,2020/2/11,32.5
GA,2020/2/11,32
HI,2020/2/11,24
IA,2020/2/11,42
ID,2020/2/11,28.8
IL,2020/2/11,42.5
IN,2020/2/11,44.4
KS,2020/2/11,29.2
KY,2020/2/11,36.4
LA,2020/2/11,30.1
MA,2020/2/11,41.2
MD,2020/2/11,36.3
ME,2020/2/11,45
MI,2020/2/11,39.5
MN,2020/2/11,26.6
MO,2020/2/11,28.5
MS,2020/2/11,28.3
MT,2020/2/11,33.7
NC,2020/2/11,23.7
ND,2020/2/11,35.3
NE,2020/2/11,1
NH,2020/2/11,36.4
NJ,2020/2/11,29.2
NM,2020/2/11,29.4
NV,2020/2/11,36
NY,2020/2/11,44.6
OH,2020/2/11,33.3
